algo,instance,seed,best,gap,time
ACO,eil51,24,429.0,0.7042253521126761,10.005345582962036
ACO,eil51,25,428.0,0.4694835680751174,10.020149230957031
ACO,eil51,26,427.0,0.2347417840375587,10.016065120697021
ACO,eil51,27,428.0,0.4694835680751174,10.024170398712158
ACO,eil51,28,427.0,0.2347417840375587,10.01830267906189
ACO,eil51,29,429.0,0.7042253521126761,10.022310018539429
ACO,att48,0,10628.0,0.0,10.04129672050476
ACO,att48,1,10628.0,0.0,10.007995367050171
ACO,att48,2,10628.0,0.0,10.038077592849731
ACO,att48,3,10628.0,0.0,10.013374328613281
ACO,att48,4,10628.0,0.0,10.0377037525177
ACO,att48,5,10628.0,0.0,10.015046119689941
ACO,att48,6,10628.0,0.0,10.011115074157715
ACO,att48,7,10628.0,0.0,10.060227394104004
ACO,att48,8,10628.0,0.0,10.001680850982666
ACO,att48,9,10628.0,0.0,10.000594854354858
ACO,att48,10,10628.0,0.0,10.02043342590332
ACO,att48,11,10628.0,0.0,10.030635356903076
ACO,att48,12,10628.0,0.0,10.036806583404541
ACO,att48,13,10628.0,0.0,10.032312870025635
ACO,att48,14,10628.0,0.0,10.047210693359375
ACO,att48,15,10653.0,0.23522770041400076,10.046770095825195
ACO,att48,16,10628.0,0.0,10.043408393859863
ACO,att48,17,10628.0,0.0,10.030792951583862
ACO,att48,18,10628.0,0.0,10.00492525100708
ACO,att48,19,10628.0,0.0,10.031119108200073
ACO,att48,20,10628.0,0.0,10.00193166732788
ACO,att48,21,10628.0,0.0,10.047293186187744
ACO,att48,22,10700.0,0.6774557771923222,10.045466661453247
ACO,att48,23,10628.0,0.0,10.013637781143188
ACO,att48,24,10628.0,0.0,10.004624366760254
ACO,att48,25,10690.0,0.5833646970267219,10.003393650054932
ACO,att48,26,10628.0,0.0,10.028736591339111
ACO,att48,27,10628.0,0.0,10.032776594161987
ACO,att48,28,10628.0,0.0,10.03700566291809
ACO,att48,29,10628.0,0.0,10.004493236541748
ACO,st70,0,680.0,0.7407407407407408,10.067278146743774
ACO,st70,1,677.0,0.2962962962962963,10.090228796005249
ACO,st70,2,690.0,2.2222222222222223,10.079280614852905
ACO,st70,3,677.0,0.2962962962962963,10.08081340789795
ACO,st70,4,679.0,0.5925925925925926,10.029825210571289
ACO,st70,5,678.0,0.4444444444444444,10.037929773330688
ACO,st70,6,676.0,0.14814814814814814,10.068201541900635
ACO,st70,7,678.0,0.4444444444444444,10.070732355117798
ACO,st70,8,686.0,1.6296296296296295,10.067566394805908
ACO,st70,9,678.0,0.4444444444444444,10.014317750930786
ACO,st70,10,675.0,0.0,10.059531688690186
ACO,st70,11,683.0,1.1851851851851851,10.012335300445557
ACO,st70,12,678.0,0.4444444444444444,10.018328666687012
ACO,st70,13,684.0,1.3333333333333335,10.025670766830444
ACO,st70,14,691.0,2.3703703703703702,10.039374589920044
ACO,st70,15,682.0,1.037037037037037,10.019856452941895
ACO,st70,16,689.0,2.074074074074074,10.060976028442383
ACO,st70,17,679.0,0.5925925925925926,10.030401229858398
ACO,st70,18,679.0,0.5925925925925926,10.059477090835571
ACO,st70,19,683.0,1.1851851851851851,10.006807327270508
ACO,st70,20,686.0,1.6296296296296295,10.00434947013855
ACO,st70,21,682.0,1.037037037037037,10.08302617073059
ACO,st70,22,685.0,1.4814814814814816,10.072965145111084
ACO,st70,23,679.0,0.5925925925925926,10.078201293945312
ACO,st70,24,684.0,1.3333333333333335,10.043964385986328
ACO,st70,25,677.0,0.2962962962962963,10.0424964427948
ACO,st70,26,687.0,1.7777777777777777,10.068382501602173
ACO,st70,27,692.0,2.5185185185185186,10.031092643737793
ACO,st70,28,680.0,0.7407407407407408,10.04030179977417
ACO,st70,29,678.0,0.4444444444444444,10.015033960342407
CBGA,berlin52,0,7542.0,0.0,10.02755069732666
CBGA,berlin52,1,7542.0,0.0,10.007915258407593
CBGA,berlin52,2,7542.0,0.0,10.003654956817627
CBGA,berlin52,3,7542.0,0.0,10.004283666610718
CBGA,berlin52,4,7542.0,0.0,10.003332376480103
CBGA,berlin52,5,7542.0,0.0,10.006395816802979
CBGA,berlin52,6,7542.0,0.0,10.009824514389038
CBGA,berlin52,7,7542.0,0.0,10.004554986953735
CBGA,berlin52,8,7542.0,0.0,10.008649110794067
CBGA,berlin52,9,7542.0,0.0,10.019126653671265
CBGA,berlin52,10,7542.0,0.0,10.005003690719604
CBGA,berlin52,11,7542.0,0.0,10.004342555999756
CBGA,berlin52,12,7542.0,0.0,10.000101804733276
CBGA,berlin52,13,7542.0,0.0,10.005109548568726
CBGA,berlin52,14,7542.0,0.0,10.004079580307007
CBGA,berlin52,15,7542.0,0.0,10.032910346984863
CBGA,berlin52,16,7542.0,0.0,10.004805564880371
CBGA,berlin52,17,7542.0,0.0,10.007204294204712
CBGA,berlin52,18,7542.0,0.0,10.000053882598877
CBGA,berlin52,19,7542.0,0.0,10.001645803451538
CBGA,berlin52,20,7542.0,0.0,10.008853912353516
CBGA,berlin52,21,7542.0,0.0,10.001877307891846
CBGA,berlin52,22,7542.0,0.0,10.020885944366455
CBGA,berlin52,23,7542.0,0.0,10.015544652938843
CBGA,berlin52,24,7542.0,0.0,10.00653600692749
CBGA,berlin52,25,7542.0,0.0,10.028603315353394
CBGA,berlin52,26,7542.0,0.0,10.000640630722046
CBGA,berlin52,27,7542.0,0.0,10.003871202468872
CBGA,berlin52,28,7542.0,0.0,10.00440239906311
CBGA,berlin52,29,7542.0,0.0,10.033918619155884
CBGA,eil51,0,427.0,0.2347417840375587,10.007994413375854
CBGA,eil51,1,428.0,0.4694835680751174,10.014689922332764
CBGA,eil51,2,427.0,0.2347417840375587,10.006019830703735
CBGA,eil51,3,427.0,0.2347417840375587,10.00214672088623
CBGA,eil51,4,427.0,0.2347417840375587,10.009313344955444
CBGA,eil51,5,426.0,0.0,10.00334906578064
CBGA,eil51,6,427.0,0.2347417840375587,10.010658740997314
CBGA,eil51,7,427.0,0.2347417840375587,10.013522148132324
CBGA,eil51,8,426.0,0.0,10.007778644561768
CBGA,eil51,9,427.0,0.2347417840375587,10.009511709213257
CBGA,eil51,10,428.0,0.4694835680751174,10.00784945487976
CBGA,eil51,11,427.0,0.2347417840375587,10.001841306686401
CBGA,eil51,12,426.0,0.0,10.00441312789917
CBGA,eil51,13,427.0,0.2347417840375587,10.000452756881714
CBGA,eil51,14,427.0,0.2347417840375587,10.009273767471313
CBGA,eil51,15,427.0,0.2347417840375587,10.006841897964478
CBGA,eil51,16,427.0,0.2347417840375587,10.008463382720947
CBGA,eil51,17,427.0,0.2347417840375587,10.0025475025177
CBGA,eil51,18,427.0,0.2347417840375587,10.01304841041565
CBGA,eil51,19,427.0,0.2347417840375587,10.01894474029541
CBGA,eil51,20,427.0,0.2347417840375587,10.007976770401001
CBGA,eil51,21,427.0,0.2347417840375587,10.002623558044434
CBGA,eil51,22,427.0,0.2347417840375587,10.000509023666382
CBGA,eil51,23,427.0,0.2347417840375587,10.013577222824097
CBGA,eil51,24,427.0,0.2347417840375587,10.012490510940552
CBGA,eil51,25,428.0,0.4694835680751174,10.008272171020508
CBGA,eil51,26,427.0,0.2347417840375587,10.005540609359741
CBGA,eil51,27,427.0,0.2347417840375587,10.003854274749756
CBGA,eil51,28,427.0,0.2347417840375587,10.006098985671997
CBGA,eil51,29,427.0,0.2347417840375587,10.007839441299438
CBGA,att48,0,10628.0,0.0,10.003632068634033
CBGA,att48,1,10628.0,0.0,10.004035949707031
CBGA,att48,2,10628.0,0.0,10.002330541610718
CBGA,att48,3,10628.0,0.0,10.003334522247314
CBGA,att48,4,10628.0,0.0,10.018893480300903
CBGA,att48,5,10628.0,0.0,10.001097679138184
CBGA,att48,6,10628.0,0.0,10.035797595977783
CBGA,att48,7,10628.0,0.0,10.008774995803833
CBGA,att48,8,10638.0,0.09409108016560029,10.002347707748413
CBGA,att48,9,10628.0,0.0,10.010706424713135
CBGA,att48,10,10628.0,0.0,10.006125688552856
CBGA,att48,11,10638.0,0.09409108016560029,10.015543222427368
CBGA,att48,12,10628.0,0.0,10.004693031311035
CBGA,att48,13,10628.0,0.0,10.004321336746216
CBGA,att48,14,10628.0,0.0,10.011000871658325
CBGA,att48,15,10638.0,0.09409108016560029,10.005888938903809
CBGA,att48,16,10628.0,0.0,10.004519701004028
CBGA,att48,17,10628.0,0.0,10.017426252365112
CBGA,att48,18,10628.0,0.0,10.005687236785889
CBGA,att48,19,10628.0,0.0,10.003974914550781
CBGA,att48,20,10628.0,0.0,10.004918813705444
CBGA,att48,21,10628.0,0.0,10.004930019378662
CBGA,att48,22,10628.0,0.0,10.006178855895996
CBGA,att48,23,10628.0,0.0,10.012516736984253
CBGA,att48,24,10628.0,0.0,10.005923986434937
CBGA,att48,25,10638.0,0.09409108016560029,10.010537147521973
CBGA,att48,26,10628.0,0.0,10.01518726348877
CBGA,att48,27,10628.0,0.0,10.001733541488647
CBGA,att48,28,10628.0,0.0,10.011444807052612
CBGA,att48,29,10628.0,0.0,10.008487701416016
CBGA,st70,0,679.0,0.5925925925925926,10.004905462265015
CBGA,st70,1,679.0,0.5925925925925926,10.012038946151733
CBGA,st70,2,679.0,0.5925925925925926,10.010410070419312
CBGA,st70,3,679.0,0.5925925925925926,10.043638467788696
CBGA,st70,4,676.0,0.14814814814814814,10.019930839538574
CBGA,st70,5,679.0,0.5925925925925926,10.04067587852478
CBGA,st70,6,677.0,0.2962962962962963,10.019266366958618
CBGA,st70,7,680.0,0.7407407407407408,10.003233671188354
CBGA,st70,8,682.0,1.037037037037037,10.009913206100464
CBGA,st70,9,677.0,0.2962962962962963,10.011925458908081
CBGA,st70,10,675.0,0.0,10.009963274002075
CBGA,st70,11,681.0,0.8888888888888888,10.023220539093018
CBGA,st70,12,680.0,0.7407407407407408,10.003885984420776
CBGA,st70,13,675.0,0.0,10.014759302139282
CBGA,st70,14,680.0,0.7407407407407408,10.007785558700562
CBGA,st70,15,677.0,0.2962962962962963,10.019391298294067
CBGA,st70,16,681.0,0.8888888888888888,10.00288200378418
CBGA,st70,17,678.0,0.4444444444444444,10.00678563117981
CBGA,st70,18,681.0,0.8888888888888888,10.005059003829956
CBGA,st70,19,677.0,0.2962962962962963,10.000253438949585
CBGA,st70,20,680.0,0.7407407407407408,10.005113363265991
CBGA,st70,21,682.0,1.037037037037037,10.004909992218018
CBGA,st70,22,676.0,0.14814814814814814,10.006466388702393
CBGA,st70,23,678.0,0.4444444444444444,10.005607843399048
CBGA,st70,24,677.0,0.2962962962962963,10.0235116481781
CBGA,st70,25,676.0,0.14814814814814814,10.022781610488892
CBGA,st70,26,678.0,0.4444444444444444,10.016699075698853
CBGA,st70,27,677.0,0.2962962962962963,10.00966763496399
CBGA,st70,28,676.0,0.14814814814814814,10.007788896560669
CBGA,st70,29,682.0,1.037037037037037,10.001637697219849
